1451,44,0.0643,HKCYhHsS
8140,44,0.2625,6WFho3wXcg
6434,34,0.8473,ybcHqKyYMD
5443,34,0.3123,kGISteS3X
5496,33,0.1518,PtGFDrXzLz
5550,33,0.1453,FmFuSv7Z2x
3297,47,0.0628,gB8RlmuDG8
8878,43,0.0371,7klJiXfk9
8267,41,0.8506,OfJwQpqycw
7830,48,0.4595,YVjmUB0qkM
7900,43,0.8347,5jo6g49T22
9204,42,0.7015,qpLtznJWp8
5742,45,0.3082,iHJpKIKcT
8479,41,0.0604,g00b3RzcCG
7785,38,0.8347,vq5v9hpkTc
2540,44,0.1476,LnPOVMoziG
3840,45,0.9392,cPtaeLsCKV
2748,45,0.1225,FZfNyim6I4
8022,50,0.1484,6WFho3wXcg
6179,48,0.5151,rZxnA8KDgb
2717,40,0.1866,cPkq1gOK1m
8807,42,0.4357,z60895XG20
7497,43,0.4354,ykjDkVnsEj
7221,37,0.6095,VzlVT7n4n7
2988,46,0.4559,XK8jSoGzkS
4478,36,0.3431,kPTOEnY1Mb
4779,46,0.4748,nK3CNNbOxlu
3525,46,0.7347,XvyrDco2aX
5698,46,0.9013,9duELcodlvx
4465,38,0.5724,iYBL3o94V7
5747,41,0.7513,t6s3xRykPc
9248,48,0.6238,Lld9SUY9UL
4514,36,0.3274,gQ2ZBQz2Rg
3145,50,0.5589,KmclB8XBs2
1899,40,0.2487,YdiEQJjVE5
9356,46,0.6904,xvnjOvNOWs
5071,46,0.9558,vYnIDI6imA
3914,44,0.7236,xRaGykD8JF
5551,44,0.6825,7IUQB2Tx7l
2961,46,0.6941,j6taeh0sPR
9396,38,0.5564,JHlUYe3toN
1893,44,0.9699,sMeEHgh5hj
8653,31,0.0269,2b4E9hJzQA
8698,41,0.5095,H2zKoU2gja
9377,39,0.1627,GZfii6Hl7r
9958,33,0.5408,qrQeRIUytY
2532,31,0.9762,Ygg0q6oHvD
4517,49,0.1231,j9IYOVhVRa
