order937,86,176280645,item2112068515
order844,39,212834510,item1454426515
order281,44,146650781,item1435814948
order807,91,1609592314,item163410391
order739,96,2022717623,item15101590974
order774,1,1544452042,item184709325
order742,4,186951982,item116562677
order741,43,373777697,item5644513
order249,12,2098630974,item234452042
order838,23,1534963921,item62671379
order739,64,16093588,item1225642314
order957,96,1724888558,item23756185
order984,60,1946043743,item189955044
order932,67,166352819,item21429893
order836,40,1786342215,item8949282091
order532,40,1079433631,item1800959492
