195,439
21,395
479,176
167,414
148,149
77,361
241,491
232,491
455,225
356,136
75,115
332,450
136,359
214,124
463,335
167,160
344,439
117,412
114,433
479,389
51,449
344,115
500,160
479,467
344,258
361,455
20,122
82,136
405,149
452,149
479,335
196,294
209,42
43,136
361,310
241,395
65,242
467,450
302,82
165,35
463,433
479,469
431,33
356,469
341,311
195,314
197,311
165,35
173,33
223,33
231,124
65,335
356,335
65,395
317,318
389,335
232,335
165,35
136,310
302,449
173,449
82,414
117,455
344,412
344,248
51,160
341,258
361,248
231,33
75,314
365,65
75,474
167,42
317,318
294,181
463,107
223,225
117,211
209,389
117,35
196,294
77,115
114,249
292,387
197,314
195,65
332,181
82,389
51,314
65,35
214,388
195,176
231,318
196,439
365,469
114,233
51,311
452,211
85,160
467,160
365,107
247,258
20,225
173,211
231,389
467,124
82,414
431,467
302,450
431,455
136,122
341,414
167,122
294,211
257,477
197,449
500,474
85,211
341,122
223,107
241,248
232,35
389,225
431,477
332,294
165,439
114,248
344,176
341,250
214,449
361,211
247,310
195,477
365,450
196,242
122,449
117,451
196,233
463,115
196,211
65,310
214,491
356,248
356,249
452,491
167,249
114,389
82,160
65,474
361,414
292,387
209,450
21,310
136,474
389,474
195,474
195,311
196,249
365,258
341,474
82,412
20,361
82,455
389,449
231,115
463,310
302,412
341,450
431,211
148,210
341,361
463,491
167,395
75,82
214,395
148,55
332,122
197,335
317,211
247,388
82,242
214,149
405,160
452,477
257,387
247,451
257,115
294,439
317,194
65,248
165,451
167,122
75,389
223,115
117,414
452,469
21,361
195,359
196,491
389,451
294,258
467,389
452,149
455,242
195,361
20,211
231,42
209,124
389,249
197,210
214,258
85,387
302,389
20,35
302,258
500,249
341,387
257,107
317,258
209,310
292,122
300,412
317,477
317,469
122,294
341,149
195,149
356,136
292,450
214,389
467,450
479,491
117,258
389,414
223,395
467,250
463,258
241,225
317,311
197,33
247,361
389,439
405,467
20,122
223,318
196,387
302,210
344,335
173,122
165,258
300,210
479,318
167,491
85,242
452,176
431,250
463,35
365,477
300,414
431,136
167,311
356,387
117,314
21,449
122,451
317,122
241,311
195,395
165,122
317,65
43,412
195,412
361,450
165,248
136,115
292,474
167,55
209,33
247,449
85,469
467,115
241,33
431,414
452,310
356,33
405,455
241,414
77,181
197,359
196,160
117,250
356,225
20,294
85,249
209,233
300,250
389,294
114,233
136,258
20,395
463,160
361,469
257,455
302,474
389,122
257,181
117,136
405,467
21,451
292,124
136,181
479,395
247,35
136,439
21,249
467,250
431,318
292,314
167,314
122,65
148,42
122,42
292,42
294,387
114,477
77,318
389,35
195,35
82,160
82,311
209,318
77,439
75,451
257,361
197,233
21,33
196,82
257,469
300,474
292,335
467,389
136,449
82,82
344,389
361,387
231,433
232,258
85,35
257,477
197,359
467,42
77,249
77,35
405,35
196,335
195,225
467,361
82,318
247,389
148,55
197,33
114,310
467,467
117,149
292,211
231,455
114,115
361,449
114,82
455,194
344,395
195,318
341,65
65,136
302,250
173,477
167,122
365,310
365,124
389,455
431,107
136,122
82,359
241,433
148,387
361,455
65,107
241,258
300,412
500,414
232,149
21,414
332,477
455,136
294,258
292,389
214,388
500,449
232,122
341,450
82,225
405,469
479,33
294,258
292,474
173,115
247,210
85,136
65,176
292,250
431,248
197,210
82,439
214,439
455,107
114,249
209,82
300,387
294,35
165,210
214,439
167,388
196,65
20,455
114,225
117,160
77,359
231,35
117,163
223,318
82,211
365,455
365,225
209,250
77,412
300,233
356,115
173,335
20,467
455,433
197,115
43,314
294,115
241,387
