463,335
51,115
241,122
479,477
365,387
463,361
479,310
75,388
21,149
405,258
136,359
209,469
231,474
365,477
214,258
173,211
302,361
452,160
500,387
300,469
231,210
302,124
463,107
231,42
148,210
479,211
332,359
257,455
197,318
20,361
389,124
20,414
467,412
452,211
167,225
467,248
365,248
467,335
223,160
148,33
455,124
77,250
405,491
223,314
43,412
167,149
214,335
241,82
231,124
197,491
292,450
197,294
20,414
294,115
77,160
341,136
85,33
114,387
223,65
77,388
85,115
231,387
20,389
232,294
332,124
114,250
197,311
332,449
196,449
294,433
223,242
389,124
405,389
223,107
467,33
332,387
136,477
500,433
332,467
300,115
241,225
165,242
455,388
356,82
247,467
332,242
479,387
196,477
114,318
65,181
82,467
148,248
21,450
214,233
214,249
43,149
257,474
317,439
