479,242
232,414
20,294
51,122
361,115
341,361
165,250
455,211
209,491
317,314
20,469
167,249
405,412
82,414
365,35
467,340
65,414
65,361
77,451
463,35
20,311
361,42
223,477
43,233
431,250
341,233
356,451
21,439
195,388
148,491
292,124
463,35
148,294
292,258
122,242
317,42
332,361
136,107
214,35
51,389
214,467
136,450
341,124
356,314
405,467
209,310
209,249
165,160
232,210
344,314
452,124
356,258
389,467
455,439
117,225
405,115
65,33
117,163
148,414
82,65
136,387
65,115
165,439
136,387
455,258
247,136
117,335
122,250
165,449
167,248
77,211
341,233
389,414
65,469
356,335
405,451
257,414
173,122
85,388
463,474
85,451
196,311
341,433
82,318
232,181
231,439
467,33
114,250
317,248
300,387
195,310
431,395
405,122
463,258
317,449
165,33
500,42
231,477
300,35
65,412
196,136
197,115
65,477
341,160
85,160
300,124
77,250
214,42
173,294
136,318
292,359
241,310
231,248
455,42
257,42
300,233
167,248
452,451
65,210
117,42
300,395
431,469
117,33
389,388
21,33
405,294
122,433
341,389
405,310
167,439
356,211
361,211
241,389
114,395
196,225
292,160
20,211
231,491
122,250
232,163
455,451
500,395
20,450
136,318
500,149
365,122
463,395
317,467
365,149
500,388
85,160
356,491
117,136
77,433
317,389
195,335
302,361
361,310
232,211
467,258
82,107
85,449
165,361
165,477
232,388
223,250
231,310
332,412
197,294
431,250
209,389
389,249
75,211
317,395
65,318
167,149
300,477
241,294
431,449
463,122
214,439
165,211
365,35
65,467
20,122
405,294
20,314
209,107
223,210
167,314
232,335
317,395
300,211
232,477
365,414
317,387
500,35
500,388
223,387
197,258
114,389
455,82
136,55
77,136
467,194
344,136
43,359
431,450
247,395
405,65
389,314
361,42
317,210
21,35
209,115
231,160
455,433
77,389
431,395
302,318
500,450
196,310
500,389
114,469
21,249
344,294
21,248
197,107
365,450
214,122
167,359
500,335
332,211
43,233
431,388
85,318
467,388
479,210
361,233
341,248
173,433
479,491
223,414
317,387
317,469
431,439
209,455
341,248
197,248
463,124
223,124
43,33
209,395
231,35
197,451
196,210
292,469
209,395
405,124
43,160
148,149
294,318
405,491
356,469
257,249
173,33
21,181
209,310
257,233
20,122
294,414
389,107
292,225
77,210
341,65
389,136
467,389
51,160
209,491
257,242
43,451
77,310
452,242
117,250
317,314
65,211
167,310
431,242
85,124
75,455
165,65
117,389
77,318
361,395
292,311
361,361
20,335
223,248
214,395
292,42
196,395
117,242
257,242
117,225
302,318
356,115
232,361
341,439
223,136
51,449
117,388
241,211
197,225
196,474
65,82
341,388
77,395
173,163
431,451
51,433
117,451
214,433
431,359
361,449
479,35
300,124
463,210
294,451
341,225
65,318
231,491
114,389
257,450
300,35
77,361
365,248
231,318
214,65
231,160
165,414
197,249
341,115
389,294
467,211
117,389
365,314
197,122
431,311
43,455
231,310
300,439
148,33
197,310
51,335
195,311
20,387
405,387
21,35
122,439
148,412
231,477
452,314
196,248
167,258
223,181
148,258
479,33
341,242
431,82
341,233
389,395
77,388
241,35
365,455
165,211
452,176
405,474
356,310
389,258
452,181
223,433
247,455
85,451
344,412
223,115
302,248
361,474
165,248
214,455
122,359
75,107
341,335
292,136
356,359
43,294
257,294
85,210
294,389
209,233
257,310
173,412
455,310
467,310
165,294
214,311
231,335
196,412
167,395
20,335
167,115
197,361
500,249
195,433
114,449
500,115
148,387
195,258
223,474
82,107
467,395
361,467
300,33
232,412
21,474
117,412
317,233
365,249
195,42
197,160
479,181
195,388
223,248
21,491
196,412
117,160
77,176
43,387
292,389
431,433
389,33
173,335
75,248
21,414
173,318
167,65
257,387
431,258
500,335
294,335
361,335
241,449
389,310
21,233
195,414
82,450
209,469
195,149
75,160
332,469
332,124
51,449
167,107
356,387
231,233
341,455
20,122
317,191
20,42
75,450
223,124
148,115
463,35
75,294
122,250
197,242
82,491
165,477
455,115
214,211
431,82
247,225
77,176
247,294
294,210
302,242
500,361
114,42
