257,389
214,248
405,249
332,439
467,477
317,160
21,82
209,359
20,35
389,211
51,176
85,412
173,35
341,42
405,65
452,33
195,33
20,414
214,469
500,233
241,258
500,318
43,225
223,35
452,107
247,359
241,359
241,248
51,439
302,181
165,210
223,477
173,211
223,314
294,107
77,176
500,467
452,451
82,388
75,210
365,335
65,248
223,124
117,163
405,389
300,455
365,258
122,233
361,388
467,491
405,160
114,160
82,433
294,211
356,311
452,249
173,160
455,122
231,250
463,225
136,160
292,294
294,467
85,469
302,115
294,477
231,474
231,359
21,248
173,359
500,115
195,359
232,233
405,294
51,449
317,33
300,136
117,395
356,250
361,136
455,33
405,389
241,477
247,211
85,149
167,65
197,335
356,249
361,115
209,124
85,250
82,115
77,311
341,82
300,395
455,82
196,294
197,136
82,439
405,474
136,361
122,225
114,136
389,474
85,449
405,65
209,389
302,107
21,107
51,211
241,433
361,310
356,387
195,359
247,388
257,210
65,450
452,439
365,455
341,160
122,450
167,412
82,33
232,388
341,491
241,414
332,335
344,211
223,107
389,211
75,318
65,467
365,395
122,412
361,395
479,388
20,176
302,318
122,433
167,451
122,225
231,389
117,491
214,136
197,388
136,82
136,248
167,107
317,122
361,115
467,389
209,388
51,233
117,248
209,258
241,211
197,318
77,439
467,233
195,469
51,455
122,242
196,210
85,314
500,233
300,294
257,248
197,477
467,451
173,314
173,450
317,65
117,474
136,210
65,318
51,249
85,35
21,242
136,477
431,361
431,65
197,65
241,389
463,42
365,258
51,310
241,469
136,136
452,335
77,387
317,469
389,433
43,389
122,42
82,122
341,136
65,395
405,467
21,248
85,477
197,65
77,211
173,361
300,451
209,136
223,451
257,314
173,124
341,258
257,449
231,477
223,477
317,35
294,433
197,107
231,389
209,359
165,122
173,242
500,258
209,414
356,433
173,433
300,467
85,42
43,314
389,311
148,233
173,389
117,450
231,163
232,33
75,258
114,136
195,124
231,439
43,467
332,149
196,35
85,451
356,82
43,450
122,258
389,107
479,225
292,225
341,181
452,450
65,439
82,249
65,191
389,210
463,242
467,318
85,242
122,388
223,233
467,65
300,160
356,388
389,467
431,107
209,248
196,82
479,210
117,450
341,335
195,115
65,451
356,107
214,163
294,233
292,249
302,318
197,388
122,248
467,335
247,107
75,474
21,469
294,65
389,248
300,210
317,311
165,242
292,451
300,258
341,242
214,163
231,107
341,149
122,35
247,318
20,248
77,115
136,311
65,451
20,136
257,149
341,310
196,388
77,248
196,33
117,225
467,82
479,455
223,412
148,335
241,249
232,248
247,359
365,33
195,433
51,318
114,451
341,449
294,211
65,42
165,33
51,439
65,389
294,122
500,314
452,451
341,388
500,314
344,242
232,225
231,248
341,42
