order847,1,1491327182,item15200082454
order869,60,1544239960,item180095902
order837,0,1442387694,item149235440
order541,58,1010947622,item929194043
order817,30,1444510418,item1636065907
order710,27,2053392539,item61243918
order633,43,1757598756,item156792361
order946,79,1424417936,item16092043
order425,86,1806809410,item1470937590
order624,47,1662088707,item13492250
order792,99,1384485977,item156561530
order819,40,1030807265,item2040639264
order440,30,1030834265,item16661278
order271,71,2030911599,item103432979
order445,6,384523313,item1724112338
order358,74,1969734271,item454470895
order624,24,1678382168,item89199118895
order440,68,313618119,item1605750839
order425,83,1848975090,item2075865032
order358,45,1895874339,item19545415
order769,4,1514993039,item16859230
order885,27,83937458,item1869146532
order275,37,611167837,item165797036
order776,58,927412399,item1962622540
order358,18,1270475687,item14930065
order445,98,1644422983,item1808597042
order709,97,1089737771,item12593220
order885,45,1024799445,item458185573
order595,68,1376423332,item1553796976
order858,33,1338389971,item15623573
order753,42,859640457,item14240143
order957,21,175403991,item109639264
order624,43,374675862,item34205746
order865,6,790784299,item1449377343
order624,43,166239042,item2849222055
order833,49,1093649171,item699402401
order297,12,1190082835,item417070036
order358,34,1812274654,item409566352
order425,86,1379339756,item130951179
order753,21,248884849,item119008644
order722,3,906168138,item906168138
order599,26,113837400,item192628088
order932,58,1689697940,item125932
order190,17,908606138,item32591493
order977,73,1670154355,item87928650
order753,94,1924818003,item1962622540
order743,39,1171869568,item166891775
order278,68,172822069,item154844990
order867,50,1079193676,item16040240234
order776,3,257195686,item329957036
order742,35,2051311823,item26351746
order845,50,744439003,item707523801
order932,39,15094505,item12484371040
