order984,70,182798769,item712100167
order807,63,579860799,item264573420
order902,39,2051311823,item1425961150
order709,95,11671832,item1544341432
order807,40,1559299824,item1305007312
order741,38,1172355975,item872995895
order792,62,1683486772,item2142910686
order871,34,1791636109,item1804036624
order742,45,1088024695,item477845777
order720,40,2125038211,item170981477
order832,40,280214481,item1349384932
order633,53,1145208871,item16689197
order832,44,1190082437,item526680002
order977,71,2132382758,item1621815437
order532,0,1349218514,item2035146685
order445,57,181577217,item1399754433
order972,41,1270469964,item1453561364
order599,18,722963962,item1800959303
order624,7,397553475,item1868923831
order878,30,1754407403,item40749order112
order98,32,1910945272,item206136935
