trip82436,1745754847,1793374694,route5
trip99415,1021472833,2070248977,route59
trip88649,254844641,426349039,route91
trip63793,1145289840,141110861747,route55
trip6175,890226933,1301316638,route50
trip53978,1801823897,2032678121,route69
trip76444,1601633426,2000668211,route57
trip81702,111868018,2119108817,route72
trip81811,944119248,1823466230,route43
trip95240,774885429,1098868353,route6
trip92348,830938655,1583816573,route83
trip26695,772943053,1636776358,route2
trip60291,939532172,1920374754,route41
trip88700,288964088,1572508823,route75
trip35273,674881273,1638726242,route47
trip95107,1248599740,2099810723,route24
trip6655,487880813,2071365737,route62
trip9915,913794902,1573684327,route98
trip20673,850171692,1706629567,route65
trip44668,1647741704,2066399874,route65
trip96549,903082418,1131163474,route68
trip56479,362371958,1789767586,route86
trip66162,1014700712,1243469640,route73
trip73847,1194529028,2078765514,route34
trip84654,878791394,1125003574,route51
trip27133,1107957372,1672407525,route47
trip93987,445403783,1789301595,route54
trip73765,373124637,1071993473,route0
trip85200,155415057,1977648632,route22
trip56976,79634559,828559458,route54
trip37480,40471857,1910561450,route22
trip95653,1380553367,1858562203,route11
