trip33809,254844641,328788385,route1
trip45285,1783129599,2012597637,route26
trip68120,1601562203,1488230963,route25
trip5223,83530782,2054781818,route98
trip88630,639451463,2082369478,route19
trip2921,1647210285,1879962881,route75
trip39255,1259791364,1847068030,route50
trip67757,1106655968,1653026258,route37
trip95525,4517493,639734055,route83
trip82972,66629083,801059797,route62
trip89007,875515206,1990912110,route10
trip16249,549618529,1562990504,route91
trip92825,913525210,2059507909,route14
trip60888,28142012,195260324,route81
trip69786,450457290,1814403906,route54
trip85473,958137555,1088007668,route40
trip97912,1204691000,1632666781,route65
trip95107,93525217,1026630112,route51
trip71751,153040818,1700324258,route90
trip71737,905400330,2140363588,route17
trip67352,1017879162,1687118296,route79
trip90837,906995100,1026208437,route37
trip27572,349578458,1635593651,route13
trip88616,1912601485,2119063186,route55
trip45228,1164461741,1536849336,route51
trip98667,784164774,1662510270,route10
trip23129,652797344,2061517474,route57
trip95190,1223992179,1644285999,route94
trip99457,1155205554,1967821474,route58
trip58970,1169677138,1049719212,route12
trip95601,1209856740,1571872231,route43
trip93979,511660485,1739597581,route78
trip65169,1574247641,1796019475,route50
trip66366,7644635,1732932159,route28
trip82474,19291682,468105856,route55
trip18704,88692115,1266293481,route80
trip71701,874226950,1464514702,route65
trip33809,1354662059,1860103319,route69
trip66190,1930938897,2027719597,route76
trip81690,1604674401,1700320335,route22
trip64374,1362173250,1717816698,route39
trip89007,259394439,258755267,route13
trip26442,194472335,186454852,route79
trip94140,1209711437,1487153262,route35
trip72016,1538489723,1861221745,route61
trip65784,1467211,1644147250,route88
trip69247,1453234052,1977246722,route28
trip26342,1383011633,840452943,route31
trip84765,364742637,202265909,route56
trip57990,960730558,1439455289,route74
trip90840,1601633426,2000667592,route49
trip18381,639791832,1292030909,route20
trip27389,725948787,1639711078,route76
trip56498,1835730477,1932015424,route74
trip39098,4258042,1020724414,route76
trip79317,299133058,2008682461,route68
trip74191,565695944,1747087211,route73
trip95447,56575494,882304086,route80
trip45339,115537030,1449588178,route80
trip88649,2320022421,2142179347,route13
trip98174,1033041619,1635962631,route86
trip58438,1332445412,1748454105,route72
trip66578,1386250462,1653377110,route99
trip71655,353015082,1082615375,route87
trip60656,144516437,1478661681,route68
trip9935,726670623,799286545,route61
trip92438,1710887576,1872620376,route0
trip98812,720855573,1900993651,route55
trip9543,160169151,2056497746,route11
trip68120,45583533,726678255,route88
trip68504,234800066,1944730802,route87
trip26695,782640052,1766390879,route13
trip23953,1407168091,239103319,route32
trip58404,401487891,1998678438,route0
trip80751,662613601,1328993765,route30
trip44999,588039999,1394830705,route12
trip82917,936295671,1292616488,route87
trip17003,1056026386,1917672287,route13
trip23130,60531656,924340915,route87
trip95525,76896235,1049719212,route76
trip66190,236079221,1902858966,route3
trip95111,106301003,1538014624,route24
trip65784,391132521,1889594083,route27
trip8035,6617366,664097766,route57
trip79672,1523053841,1653402483,route94
trip64374,1333681271,137370139,route5
trip95161,215641341,588784379,route46
trip63922,206366982,212741864,route86
trip57430,364037182,663892583,route74
trip33182,1051168247,1645920872,route78
