trip20473,108797010,1374461127,route7
trip82860,1384685325,2021451550,route36
trip33107,678056257,1351785191,route6
trip99306,1191944054,1275356146,route46
trip60661,1468900593,1916479288,route77
trip74378,716164546,170731183,route60
trip81202,10451137,1729423136,route5
trip38888,256084191,910122592,route14
trip89322,57341275,1760181557,route41
trip67706,976137501,1538887837,route56
trip57411,956564233,2058632332,route80
trip90847,1742281598,2015528506,route50
trip45389,1113810812,1759600185,route91
trip89692,203803831,1431117385,route3
trip84729,1038781723,17619338,route87
trip23687,110588968,1654535926,route94
trip3843,1510388973,165332785,route15
trip23656,1449672216,1647958450,route58
trip48122,1267211443,1855432358,route12
trip82298,402791710,1240069652,route15
trip39885,815729504,2017148700,route52
trip12662,275508080,1352577392,route81
trip58438,667333,527098401,route12
trip45389,816545274,1336823609,route81
trip65784,113676490,1097306481,route87
trip85200,2659465,1430603050,route12
trip71582,168582439,1700737382,route57
trip76468,905400330,1708548407,route68
trip95447,52795211,1187510387,route2
trip5709,1233355386,1611561442,route28
trip45481,115759063,1364941024,route64
trip92394,285007576,925183788,route53
trip94397,1409832624,1949982622,route49
trip48453,252113021,252280715,route21
trip29385,1032889116,1537738465,route27
trip12378,155415049,1977246001,route93
trip28444,234888130,1556154840,route14
trip84451,1165436607,1947907147,route8
trip66254,262127002,1998882155,route79
trip82402,154413533,1700846175,route12
trip38888,516655864,1564593083,route29
trip12286,1601667225,1723797437,route14
trip66380,25987678,1328877937,route49
trip9890,1634082630,1995395804,route87
trip12309,639791804,1596332787,route36
trip81370,371775438,702269677,route72
trip18394,781872577,1756695438,route80
trip26102,1135406904,1760274232,route35
trip44999,1398613593,1945538699,route42
trip18484,168532371,1980328985,route6
trip90859,1117102290,1277284226,route49
trip37317,731912906,1187208342,route65
trip92350,400021428,1049764233,route87
trip82395,1616563645,1806675420,route80
trip76499,300278492,858560025,route51
trip28896,1414678900,2034065781,route86
trip57678,1180436054,179208675,route22
trip24287,1140681630,1916557693,route80
trip7139,310042894,719118164,route90
trip79479,50133921,1076030871,route91
trip88453,1135527873,1280651612,route52
trip99090,35923164,2038839345,route7
trip84761,391882193,38183809,route78
trip39648,113525217,1297085482,route95
trip93961,440371751,1700846175,route45
trip81992,1824003745,1952877220,route89
trip54778,651224820,1710500729,route55
trip76493,1329317951,2034058602,route11
trip48262,1267214248,2039057250,route2
trip60661,774969065,1594366703,route46
trip48363,767058025,2026429258,route54
trip33174,236419358,664359911,route91
trip39396,753843204,1507959640,route3
trip98114,1022669578,2086676729,route45
trip7439,1386250462,1693345153,route74
trip99687,1189355278,1227295225,route51
trip16129,829485193,269289130,route91
trip71535,854405317,1964556678,route57
trip74945,111050085,1232281068,route35
trip12479,164575928,1641278132,route81
trip38700,89604644,1741720107,route8
trip58011,874529383,1915967084,route56
trip95190,603097084,1653402424,route90
trip23587,680812152,2115033237,route62
trip45447,118716875,1921515936,route78
trip99371,492492358,800284731,route71
trip88447,251244641,749238303,route91
trip91782,746172009,1722812617,route17
trip28962,15412804,18660049082,route9
trip73945,1287604334,1604269392,route0
trip89007,1209711437,1874754226,route17
trip54776,1207301368,1995395804,route60
trip81796,1458116598,1600823418,route56
trip55810,3556493,1086643888,route13
trip39320,252952255,2130960112,route96
trip45784,872387587,1208369289,route4
trip80321,67803777,1095896629,route90
trip17482,486877375,1063357385,route47
trip92987,295849248,390383116,route6
trip95653,724464908,1608775191,route91
trip29098,1706395189,1876846204,route95
trip65480,1544129332,1647909502,route13
trip76498,32521544,1638885279,route14
trip55752,964498849,1647958450,route29
trip28278,878206664,1900838737,route15
trip80494,114808931,1565505525,route50
trip90748,1206395658,2021403602,route32
trip76498,66730505,1578925842,route50
trip44484,520728460,1314008971,route43
trip68900,335258375,2030816929,route67
trip79804,299202719,2008682721,route91
trip39251,187853880,1600774660,route91
trip94140,989034891,1789301595,route84
trip35600,23409982,1681742734,route43
trip74944,1110562034,1515141297,route52
trip45981,545119400,1117472068,route86
trip55447,55704511,418552933,route71
trip66455,1723791249,1952612600,route80
trip90887,1511660750,1747260974,route57
trip95847,400687250,468102637,route35
trip87432,653033135,1723294252,route31
trip16129,604823129,1277374078,route10
trip35136,547768661,1563216385,route57
trip84941,44037637,1070551978,route26
trip44999,1153206864,1216241530,route56
trip16953,94543376,1663357120,route43
