trip96499,174233166,2061864694,route76
trip33129,1708561139,2013180433,route0
trip18709,841370394,1499700185,route13
trip28463,898774555,2082369478,route94
trip84354,872898767,1209775191,route69
trip58752,505755703,701130329,route12
trip8427,870656942,1090191990,route72
trip94397,1358834557,1883302130,route29
trip57990,704056915,1623408264,route77
trip79359,599892895,1292772698,route26
trip17228,155415057,1977648632,route66
trip12332,1572070996,2127613077,route88
trip48363,98818717,2086550914,route74
trip17892,16412052,1853291098,route57
trip23429,1609248836,2057795182,route7
trip82461,1077373655,1571177302,route86
trip24287,174875439,1742785729,route68
trip48171,36373579,2066399258,route94
trip68504,1227299709,2003884119,route2
trip98877,135008599,2029985766,route39
trip97750,1158142012,145093354,route96
trip37266,1116085804,1361938016,route96
trip69107,450457290,495314226,route11
trip79137,188459576,1038845474,route94
trip20229,678022381,1353720366,route6
trip23953,1695211443,2095234513,route21
trip94775,1700846175,1871177302,route3
trip94850,392499098,88048837,route25
trip6175,1538889890,1651392620,route59
trip74226,1699394426,2015450225,route0
trip37249,3817784358,1921801827,route1
trip68000,310042894,1647213277,route78
trip99415,57363570,971024292,route6
trip55205,1046551804,1150809663,route34
trip95521,180244548,2128166496,route30
trip94807,119765580,1896494721,route21
trip58752,520272348,814303842,route85
trip63499,90308394,1014491151,route83
trip57314,814043116,1364503319,route87
trip84358,770975429,1604269707,route38
trip26136,1694191764,1609792272,route11
trip92213,1117881231,1551692260,route56
trip48262,87287849,2099508872,route77
trip88700,281518493,1354563631,route5
trip84717,36478258,119274844214,route94
trip57678,403717380,1948266558,route28
trip2462,114192792,1893450362,route99
trip93491,981412151,1359985286,route29
trip44254,724810095,1058244359,route22
trip63332,605370744,940542516,route21
trip98174,1089681806,1348007668,route78
trip63795,721685862,1010794375,route57
trip37792,283825011,1892962084,route38
trip16159,1380741731,1423899336,route94
trip56672,883757613,975248363,route0
trip8542,456673081,1647909387,route73
trip12160,1665909860,2039301595,route6
trip33809,1680921656,1790781906,route12
trip82366,869174533,1132665271,route59
trip89490,425128705,1708369054,route72
trip89372,119828149,1841809572,route2
trip38692,768077303,1527299088,route87
trip37481,849970090,2010784726,route72
trip66578,1624113124,1880345493,route22
trip20888,1820922719,1932451133,route47
trip8468,290909603,2076755052,route24
trip12490,139870061,1929209052,route42
trip38700,533017226,775213047,route72
trip48751,1821273182,2007216810,route94
trip82912,295640454,402890110,route26
trip97938,1143469640,1384705968,route84
trip82469,1707301368,1995112802,route52
trip82376,1761983647,2064628249,route17
