trip16006,476763377,1606088926,route11
trip98667,939320924,1292269274,route78
trip85384,466925701,1684216282,route73
trip76496,1738157596,205354799,route69
trip63968,396514101,1203877532,route39
trip57404,704484848,2040360987,route7
trip28264,147669231,1534435444,route30
trip58671,1021474847,203323914,route94
trip83887,1038187840,1559928794,route19
trip94899,1022691000,1917823011,route90
trip83238,865672234,179031313,route22
trip16884,169338091,2128310747,route57
trip68000,50531779,1528899837,route80
trip38661,85786853,1121644776,route53
trip90899,1197596295,1247785853,route65
trip95428,284588627,1427465018,route2
trip98790,1378574732,1929886071,route68
trip98857,1610923060,1789572579,route12
trip94798,163653518,1643816673,route3
trip69797,499129540,1628985123,route91
trip66455,234801119,3039790982,route20
trip79889,198008568,658263176,route51
trip95896,960130673,2039591253,route15
trip37792,932879260,1647220269,route94
trip84226,1444406725,1455780486,route86
trip95800,111729432,1600481658,route31
trip6518,957730133,1702881066,route21
trip39590,252104963,725716698,route89
trip60582,1272383787,1762817958,route84
trip23373,633341955,2047233415,route25
trip88424,1444397110,1689659245,route87
trip63793,964346945,1353131837,route43
trip64226,1627921131,198278862,route80
trip12286,826499966,1858260710,route40
trip79449,595653221,19989442419,route94
trip60661,1133445018,2110260324,route80
trip95653,724810049,1744283172,route99
trip84971,310407998,1311431902,route90
trip68000,1364841344,1435196716,route13
trip28478,913526851,1899283280,route99
trip17347,1318832642,2034027204,route9
trip82250,829485255,2028447511,route90
trip90877,1101869377,1556903353,route68
trip81461,373124637,1071417893,route74
trip23129,1155203702,2116951664,route9
trip63793,513638696,1561933810,route81
trip20473,1822036638,2140091722,route98
trip28891,1789301098,2100133226,route13
trip64374,1165436607,1635951119,route75
trip99415,1244076877,1923563174,route82
trip98836,828976345,1000241451,route39
