dlvry89321,cust18346,vend50502,6
dlvry80224,cust66800,vend72326,6
dlvry71571,cust93983,vend90771,6
dlvry98510,cust67981,vend19003,6
dlvry8845,cust51079,vend21279,6
dlvry39505,cust72214,vend14590,6
dlvry67605,cust38571,vend3294,6
dlvry57491,cust27488,vend27503,6
dlvry22388,cust58744,vend65216,6
dlvry1499,cust82220,vend59932,6
dlvry64247,cust26020,vend26164,6
dlvry84319,cust5404,vend59042,6
dlvry22388,cust33115,vend90572,6
dlvry96244,cust47656,vend41023,6
dlvry84876,cust28130,vend52606,6
dlvry60646,cust23845,vend32719,6
