dlvry50404,cust86150,vend80620,6
dlvry84678,cust2843,vend51911,6
dlvry39456,cust50836,vend83751,6
dlvry934,cust3611,vend87230,6
dlvry48122,cust48122,vend53096,6
dlvry58140,cust91131,vend91184,6
dlvry6356,cust23656,vend98490,6
dlvry67124,cust73024,vend94488,6
dlvry94439,cust79332,vend31084,6
dlvry71991,cust47324,vend97928,6
dlvry71565,cust93499,vend3886,6
dlvry82948,cust37397,vend38395,6
dlvry38561,cust61555,vend45846,6
dlvry58198,cust91131,vend90156,6
dlvry9637,cust18509,vend19053,6
dlvry57692,cust77440,vend78395,6
dlvry64667,cust28161,vend90532,6
dlvry82931,cust61173,vend6535,6
dlvry57413,cust72705,vend27986,6
dlvry69668,cust95835,vend18756,6
dlvry1419,cust66780,vend43887,6
dlvry85983,cust48166,vend79287,6
dlvry13372,cust43860,vend96265,6
dlvry50672,cust11266,vend62230,6
dlvry44450,cust62654,vend2660,6
dlvry59291,cust29766,vend62967,6
dlvry58863,cust74535,vend74535,6
dlvry63639,cust43623,vend68185,6
dlvry81821,cust59932,vend78854,6
dlvry66588,cust61588,vend45858,6
dlvry30207,cust41260,vend20276,6
dlvry89886,cust99610,vend11767,6
dlvry82761,cust30968,vend60678,6
dlvry2210,cust36451,vend35504,6
dlvry11362,cust343,vend99514,6
dlvry13372,cust68652,vend27755,6
dlvry72631,cust26946,vend87516,6
dlvry93819,cust29383,vend38338,6
dlvry44442,cust97563,vend98529,6
dlvry73472,cust36374,vend59953,6
dlvry12658,cust2609,vend57677,6
dlvry75672,cust68279,vend87232,6
dlvry69668,cust74322,vend86100,6
dlvry45395,cust36095,vend11311,6
dlvry80334,cust4002,vend3161,6
dlvry89626,cust19483,vend76622,6
dlvry75672,cust71205,vend71284,6
dlvry59185,cust92305,vend18924,6
dlvry96609,cust17480,vend85095,6
dlvry17356,cust80732,vend19778,6
dlvry80571,cust45625,vend31987,6
dlvry92930,cust82761,vend26946,6
dlvry47704,cust915,vend32756,6
dlvry73524,cust86206,vend90771,6
dlvry62452,cust22002,vend27295,6
dlvry12707,cust43898,vend46642,6
dlvry47003,cust4844,vend65577,6
dlvry43443,cust64535,vend76159,6
dlvry18579,cust19238,vend57934,6
dlvry90771,cust77303,vend43699,6
dlvry66588,cust74322,vend68251,6
