dlvry93801,cust5369,vend27459,6
dlvry94318,cust62732,vend62990,6
dlvry53958,cust72604,vend44212,6
dlvry63745,cust24194,vend43699,6
dlvry98267,cust99998,vend63828,6
dlvry68106,cust39032,vend82631,6
dlvry38571,cust43033,vend42921,6
dlvry49796,cust49145,vend18284,6
dlvry58324,cust10133,vend51720,6
dlvry66682,cust18262,vend1914,6
dlvry57299,cust7522,vend67639,6
dlvry78289,cust83390,vend23656,6
dlvry72452,cust22151,vend49804,6
dlvry4495,cust9297,vend41292,6
dlvry18168,cust97928,vend19003,6
dlvry63878,cust29476,vend38300,6
dlvry84531,cust89112,vend88099,6
dlvry58673,cust74536,vend7200,6
dlvry98510,cust19356,vend54033,6
dlvry83521,cust55165,vend53902,6
dlvry93902,cust52272,vend12688,6
dlvry81832,cust26098,vend73427,6
dlvry49115,cust18510,vend15642,6
dlvry93799,cust53906,vend71851,6
dlvry69781,cust82059,vend78064,6
dlvry30352,cust35596,vend84514,6
dlvry47704,cust38157,vend94545,6
dlvry9338,cust11544,vend897,6
dlvry4936,cust78727,vend93617,6
dlvry38584,cust41501,vend90067,6
dlvry89386,cust17747,vend89732,6
dlvry18477,cust84515,vend59952,6
dlvry91937,cust38061,vend3191,6
dlvry89780,cust8645,vend83572,6
dlvry18589,cust22239,vend84713,6
dlvry23506,cust43790,vend38279,6
dlvry78694,cust2190,vend53506,6
dlvry17144,cust93652,vend76345,6
dlvry78763,cust83390,vend68280,6
dlvry75360,cust67280,vend3294,6
dlvry95510,cust95862,vend5860,6
dlvry57297,cust23483,vend77160,6
dlvry78253,cust55251,vend36697,6
dlvry60646,cust21868,vend25053,6
dlvry94635,cust43611,vend98762,6
dlvry89321,cust10351,vend82221,6
dlvry90737,cust59423,vend76345,6
dlvry60490,cust20508,vend42403,6
dlvry39202,custcust40220,vend81587,6
dlvry23985,cust26019,vend79219,6
dlvry15391,cust79315,vend33356,6
dlvry88448,cust11266,vend17559,6
dlvry82968,cust97983,vend3294,6
dlvry17803,cust78527,vend59811,6
dlvry78496,cust96724,vend3288,6
dlvry84223,cust42583,vend27480,6
dlvry8058,cust59237,vend3191,6
dlvry43170,cust2843,vend62741,6
dlvry18642,cust25320,vend98903,6
dlvry81101,cust52968,vend69418,6
dlvry49243,cust16514,vend14026,6
dlvry67278,cust80690,vend3294,6
dlvry12158,cust28491,vend83977,6
dlvry83983,cust74416,vend45112,6
dlvry95879,cust77160,vend3479,6
dlvry48323,cust20351,vend92632,6
dlvry29259,cust92305,vend95525,6
dlvry39202,cust93645,vend69418,6
dlvry89878,cust24552,vend26378,6
dlvry7154,cust55911,vend55911,6
dlvry49672,cust16547,vend8195,6
dlvry11896,cust45860,vend7807,6
dlvry89626,cust47806,vend17268,6
dlvry38209,cust61556,vend90156,6
dlvry75178,cust2190,vend57229,6
dlvry75305,cust94493,vend76006,6
dlvry43129,cust31403,vend56733,6
dlvry47425,cust49566,vend97554,6
dlvry18642,cust19372,vend86071,6
dlvry9336,cust96783,vend17145,6
dlvry45454,cust36095,vend44617,6
dlvry39086,cust63216,vend69297,6
dlvry84270,cust31208,vend33768,6
dlvry50495,cust75306,vend76163,6
dlvry7080,cust66800,vend57399,6
dlvry86878,cust15990,vend59878,6
dlvry7080,cust16990,vend18214,6
dlvry64247,cust26020,vend5648,6
dlvry63800,cust82968,vend92403,6
dlvry12556,cust83955,vend69284,6
dlvry80327,cust6433,vend50528,6
dlvry23674,cust37157,vend85339,6
dlvry17144,cust41238,vend12762,6
dlvry96362,cust18474,vend75519,6
dlvry47003,cust29021,vend86942,6
dlvry46234,cust81737,vend12762,6
dlvry71166,cust61284,vend83362,6
dlvry72670,cust2161,vend39983,6
dlvry58198,cust91131,vend90156,6
dlvry23332,cust43727,vend99766,6
dlvry96799,cust24552,vend60838,6
dlvry15205,cust61556,vend79295,6
dlvry12158,cust84531,vend65216,6
dlvry62435,cust36374,vend93652,6
dlvry88191,cust50472,vend7204,6
dlvry13797,cust46804,vend17168,6
dlvry93552,cust41501,vend9297,6
dlvry96662,cust38092,vend90606,6
dlvry10298,cust39320,vend80598,6
